"_id","_class","createTime","memberIcon","memberId","memberNickname","productId","productName","productPic","productPrice","productSubTitle"
"68785135c26f0b6d4bc7420f","com.macro.mall.portal.domain.MemberReadHistory","17/7/2025 01:26:13.781","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","44","三星（SAMSUNG）500GB SSD固态硬盘 M.2接口(NVMe协议)","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221108/sanxing_ssd_02.jpg","369.00","【满血无缓存！进店抽百元E卡，部分型号白条三期免息】兼具速度与可靠性！读速高达3500MB/s，全功率模式！点击 "
"6878513fc26f0b6d4bc74211","com.macro.mall.portal.domain.MemberReadHistory","17/7/2025 01:26:23.641","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","45","OPPO Reno8 8GB+128GB 鸢尾紫 新配色上市 80W超级闪充 5000万水光人像三摄","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221108/oppo_r8_01.jpg","2299.00","【11.11提前购机享价保，好货不用等，系统申请一键价保补差!】【Reno8Pro爆款优惠】 "
"687af97746db47311de389a3","com.macro.mall.portal.domain.MemberReadHistory","19/7/2025 01:48:39.551","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","39","小米 Xiaomi Book Pro 14 2022 锐龙版 2.8K超清大师屏 高端轻薄笔记本电脑","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/xiaomi_computer_001.jpg","5599.00","【双十一大促来袭】指定型号至高优惠1000，以旧换新至高补贴1000元，晒单赢好礼"
"687cf01105ce463049ba4a0a","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 13:33:05.191","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","313","华硕 飞行堡垒 28","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20230608/notebook_5.jpg","3403.00","高品质华硕 飞行堡垒 28"
"687cf15a05ce463049ba4a0d","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 13:38:33.978","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","313","华硕 飞行堡垒 28","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20230608/notebook_5.jpg","3403.00","高品质华硕 飞行堡垒 28"
"687cf16705ce463049ba4a0e","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 13:38:47.442","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","313","华硕 飞行堡垒 28","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20230608/notebook_5.jpg","3403.00","高品质华硕 飞行堡垒 28"
"687cf17605ce463049ba4a0f","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 13:39:02.24","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","313","华硕 飞行堡垒 28","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20230608/notebook_5.jpg","3403.00","高品质华硕 飞行堡垒 28"
"687cf1d305ce463049ba4a10","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 13:40:35.735","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","38","Apple iPad 10.9英寸平板电脑 2022年款","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/ipad_001.jpg","3599.00","【11.11大爱超大爱】iPad9代限量抢购，价格优惠，更享以旧换新至高补贴325元！！快来抢购吧！！ "
"687cf2a105ce463049ba4a11","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 13:44:01.837","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","38","Apple iPad 10.9英寸平板电脑 2022年款","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/ipad_001.jpg","3599.00","【11.11大爱超大爱】iPad9代限量抢购，价格优惠，更享以旧换新至高补贴325元！！快来抢购吧！！ "
"687cfdb07d15150f6cb9d4d7","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 14:31:12.132","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","38","Apple iPad 10.9英寸平板电脑 2022年款","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/ipad_001.jpg","3599.00","【11.11大爱超大爱】iPad9代限量抢购，价格优惠，更享以旧换新至高补贴325元！！快来抢购吧！！ "
"687cfdff7d15150f6cb9d4d8","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 14:32:31.156","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","38","Apple iPad 10.9英寸平板电脑 2022年款","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/ipad_001.jpg","3599.00","【11.11大爱超大爱】iPad9代限量抢购，价格优惠，更享以旧换新至高补贴325元！！快来抢购吧！！ "
"687cfe0a7d15150f6cb9d4d9","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 14:32:42.293","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","40","小米12 Pro 天玑版 天玑9000+处理器 5000万疾速影像 2K超视感屏 120Hz高刷 67W快充","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221104/xiaomi_12_pro_01.jpg","2999.00","天玑9000+处理器、5160mAh大电量、2KAmoled超视感屏【点击购买小米11Ultra，戳】 "
"687cff9afe6cf52d7e6aebbe","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 14:39:22.245","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","40","小米12 Pro 天玑版 天玑9000+处理器 5000万疾速影像 2K超视感屏 120Hz高刷 67W快充","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221104/xiaomi_12_pro_01.jpg","2999.00","天玑9000+处理器、5160mAh大电量、2KAmoled超视感屏【点击购买小米11Ultra，戳】 "
"687cffb3fe6cf52d7e6aebbf","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 14:39:47.414","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","1135","华为 Nova 51 Pro","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20230608/phone_5.jpg","5371.00","高品质华为 Nova 51 Pro"
"687cffc2fe6cf52d7e6aebc0","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 14:40:02.397","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","40","小米12 Pro 天玑版 天玑9000+处理器 5000万疾速影像 2K超视感屏 120Hz高刷 67W快充","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221104/xiaomi_12_pro_01.jpg","2999.00","天玑9000+处理器、5160mAh大电量、2KAmoled超视感屏【点击购买小米11Ultra，戳】 "
"687d0005fe6cf52d7e6aebc1","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 14:41:09.913","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","39","小米 Xiaomi Book Pro 14 2022 锐龙版 2.8K超清大师屏 高端轻薄笔记本电脑","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/xiaomi_computer_001.jpg","5599.00","【双十一大促来袭】指定型号至高优惠1000，以旧换新至高补贴1000元，晒单赢好礼"
"687d0cbbfe6cf52d7e6aebc2","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 15:35:23.125","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","39","小米 Xiaomi Book Pro 14 2022 锐龙版 2.8K超清大师屏 高端轻薄笔记本电脑","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/xiaomi_computer_001.jpg","5599.00","【双十一大促来袭】指定型号至高优惠1000，以旧换新至高补贴1000元，晒单赢好礼"
"687d0cd8fe6cf52d7e6aebc3","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 15:35:52.372","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","38","Apple iPad 10.9英寸平板电脑 2022年款","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/ipad_001.jpg","3599.00","【11.11大爱超大爱】iPad9代限量抢购，价格优惠，更享以旧换新至高补贴325元！！快来抢购吧！！ "
"687d179fff5fae08945fc063","com.macro.mall.portal.domain.MemberReadHistory","20/7/2025 16:21:50.847","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","38","Apple iPad 10.9英寸平板电脑 2022年款","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221028/ipad_001.jpg","3599.00","【11.11大爱超大爱】iPad9代限量抢购，价格优惠，更享以旧换新至高补贴325元！！快来抢购吧！！ "
"687e25ae18cead6d93e26d54","com.macro.mall.portal.domain.MemberReadHistory","21/7/2025 11:34:06.219","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","40","小米12 Pro 天玑版 天玑9000+处理器 5000万疾速影像 2K超视感屏 120Hz高刷 67W快充","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221104/xiaomi_12_pro_01.jpg","2999.00","天玑9000+处理器、5160mAh大电量、2KAmoled超视感屏【点击购买小米11Ultra，戳】 "
"687e25cf18cead6d93e26d56","com.macro.mall.portal.domain.MemberReadHistory","21/7/2025 11:34:38.999","https://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/icon/github_icon_03.png","1","test","40","小米12 Pro 天玑版 天玑9000+处理器 5000万疾速影像 2K超视感屏 120Hz高刷 67W快充","http://macro-oss.oss-cn-shenzhen.aliyuncs.com/mall/images/20221104/xiaomi_12_pro_01.jpg","2999.00","天玑9000+处理器、5160mAh大电量、2KAmoled超视感屏【点击购买小米11Ultra，戳】 "
